2.72,-0.00928625
2.73,-0.009012412
2.74,-0.010663149
2.75,-0.009753007
2.76,-0.008325759
2.77,-0.010463635
2.78,-0.009274345
2.79,-0.009922986
2.8,-0.009797894
2.81,-0.007353238
2.82,-0.008543678
2.83,-0.010830895
2.84,-0.011041563
2.85,-0.011384858
2.86,-0.009526249
2.87,-0.008352512
2.88,-0.010646673
2.89,-0.010408516
2.9,-0.00914295
2.91,-0.009307067
2.92,-0.009068881
2.93,-0.009376799
2.94,-0.010087227
2.95,-0.010352281
2.96,-0.010576759
2.97,-0.009983323
2.98,-0.010800722
2.99,-0.009946701
3,-0.010576303
3.01,-0.01101618
3.02,-0.009638771
3.03,-0.009157068
3.04,-0.007665862
3.05,-0.008836316
3.06,-0.011278966
3.07,-0.009305309
3.08,-0.011933258
3.09,-0.010214322
3.1,-0.010102774
3.11,-0.009784898
3.12,-0.009372615
3.13,-0.009382636
3.14,-0.010285178
3.15,-0.009291363
3.16,-0.010084731
3.17,-0.010559189
3.18,-0.010176179
3.19,-0.011875943
3.2,-0.009182683
3.21,-0.009944047
3.22,-0.008723219
3.23,-0.010095845
3.24,-0.012491491
3.25,-0.00907805
3.26,-0.01001509
3.27,-0.008578137
3.28,-0.009569303
3.29,-0.011153542
3.3,-0.011029908
3.31,-0.009569791
3.32,-0.009109194
3.33,-0.010110606
3.34,-0.010122606
3.35,-0.010181718
3.36,-0.010847427
3.37,-0.008895389
3.38,-0.010490931
3.39,-0.010822232
3.4,-0.011148909
3.41,-0.008934479
3.42,-0.010520158
3.43,-0.01071906
3.44,-0.010417096
3.45,-0.010859854
3.46,-0.010326063
3.47,-0.010516027
3.48,-0.010630129
3.49,-0.010272665
3.5,-0.009182386
3.51,-0.011866563
3.52,-0.009937074
3.53,-0.011367787
3.54,-0.013605178
3.55,-0.010256826
3.56,-0.009264962
3.57,-0.009059825
3.58,-0.009163126
3.59,-0.009672433
3.6,-0.011284222
3.61,-0.008963454
3.62,-0.011143067
3.63,-0.010298584
3.64,-0.010021776
3.65,-0.011093748
3.66,-0.010465567
3.67,-0.011150415
3.68,-0.007894541
3.69,-0.011066281
3.7,-0.010147652
3.71,-0.010530885
3.72,-0.010442756
3.73,-0.010362505
3.74,-0.009824959
3.75,-0.009149219
3.76,-0.012075942
3.77,-0.009842917
3.78,-0.009778516
3.79,-0.010660507
3.8,-0.012141914
3.81,-0.008054231
3.82,-0.01062793
3.83,-0.009224027
3.84,-0.01014298
3.85,-0.0092431
3.86,-0.010366531
3.87,-0.010128808
3.88,-0.009689623
3.89,-0.009633965
3.9,-0.009362364
3.91,-0.010807029
3.92,-0.009487734
3.93,-0.010270431
3.94,-0.01170256
3.95,-0.010085431
3.96,-0.009140425
3.97,-0.009350351
3.98,-0.009589937
3.99,-0.009460815
4,-0.009888743
4.01,-0.008732126
4.02,-0.008691351
4.03,-0.010582394
4.04,-0.010726845
4.05,-0.010462843
4.06,-0.010465424
4.07,-0.011480138
4.08,-0.010181676
4.09,-0.009714907
4.1,-0.009870323
4.11,-0.008424581
4.12,-0.009973957
4.13,-0.009974987
4.14,-0.009743528
4.15,-0.010765972
4.16,-0.009461054
4.17,-0.008561284
4.18,-0.009047886
4.19,-0.008705709
4.2,-0.009965974
4.21,-0.011246358
4.22,-0.011816276
4.23,-0.009551864
4.24,-0.009389188
4.25,-0.010447768
4.26,-0.00981939
4.27,-0.011007846
4.28,-0.010564377
4.29,-0.008667527
4.3,-0.009256705
4.31,-0.011030325
4.32,-0.009743661
4.33,-0.012168879
4.34,-0.009705936
4.35,-0.00959996
4.36,-0.011047574
4.37,-0.011695321
4.38,-0.008855762
4.39,-0.008486601
4.4,-0.010150992
4.41,-0.010551963
4.42,-0.011319644
4.43,-0.009520778
4.44,-0.010370629
4.45,-0.011427158
4.46,-0.010466927
4.47,-0.009305452
4.48,-0.010258303
4.49,-0.009782273
4.5,-0.010836242
4.51,-0.010453095
4.52,-0.009108559
4.53,-0.010098278
4.54,-0.009369833
4.55,-0.009330356
4.56,-0.009925393
4.57,-0.009166293
4.58,-0.009580203
4.59,-0.010996907
4.6,-0.008892853
4.61,-0.010608971
4.62,-0.012004626
4.63,-0.009335047
4.64,-0.010769342
4.65,-0.008436264
4.66,-0.01146329
4.67,-0.011941416
4.68,-0.010777708
4.69,-0.010658139
4.7,-0.009971848
4.71,-0.009186319
4.72,-0.009064259
4.73,-0.010944492
4.74,-0.01017422
4.75,-0.010756183
4.76,-0.009050727
4.77,-0.008836179
4.78,-0.009537002
4.79,-0.011544598
4.8,-0.010206002
4.81,-0.009049951
4.82,-0.009912059
4.83,-0.010086776
4.84,-0.00987787
4.85,-0.008717499
4.86,-0.009767151
4.87,-0.011481003
4.88,-0.011791566
4.89,-0.010268127
4.9,-0.009024127
4.91,-0.009489146
4.92,-0.00993138
4.93,-0.010973366
4.94,-0.009386361
4.95,-0.010623941
4.96,-0.010964552
4.97,-0.010095951
4.98,-0.010689683
4.99,-0.010277128
5,-0.008750801
